id,key,value,type
289527573,public_transport,platform,regular
289527574,name,Pheasant Inn,regular
289527574,amenity,pub,regular
289527580,name,Stubbin Neighbourhood Association,regular
289527580,amenity,community_centre,regular
289527583,amenity,post_box,regular
289527844,bus,yes,regular
289527844,highway,bus_stop,regular
289527844,public_transport,platform,regular
289527845,highway,bus_stop,regular
289529627,name,Grahams,regular
289529627,shop,convenience,regular
289529629,highway,bus_stop,regular
289529631,highway,bus_stop,regular
289529633,amenity,post_box,regular
289529635,highway,bus_stop,regular
289529637,highway,bus_stop,regular
289529644,highway,bus_stop,regular
289529646,amenity,telephone,regular
289529648,ref,37023347,regular
289529648,highway,bus_stop,regular
289529650,name,Southey Green Medical Centre,regular
289529650,amenity,doctors,regular
289529652,name,Southey Green Garage,regular
289529654,name,Peak Pharmacy,regular
289529654,amenity,pharmacy,regular
289529656,name,Flex Gym,regular
289529656,amenity,gym,regular
289533121,waterway,waterfall,regular
289533130,power,tower,regular
289533130,design,barrel,regular
289533140,man_made,tower,regular
290513932,highway,turning_circle,regular
290521048,amenity,telephone,regular
290521058,foot,yes,regular
290521058,barrier,gate,regular
290521058,bicycle,yes,regular
290521058,motorcar,yes,regular
290521058,motorcycle,yes,regular
290521060,amenity,post_box,regular
290522198,highway,bus_stop,regular
290522245,highway,bus_stop,regular
291264662,amenity,post_box,regular
291264662,created_by,Potlatch 0.10b,regular
291926730,amenity,pub,regular
291926730,food,yes,regular
291926730,name,The Hind,regular
291926730,operator,Ember Inn,regular
291926730,phone,+44 1709 532490,regular
291926730,postal_code,S60 4ET,regular
291930178,highway,bus_stop,regular
291930179,highway,bus_stop,regular
292133472,amenity,post_box,regular
292399649,school,entrance,regular
292399649,barrier,gate,regular
293384723,barrier,gate,regular
293564542,source,Bing,regular
293564542,highway,turning_circle,regular
293564583,highway,turning_circle,regular
293564590,highway,turning_circle,regular
293564603,highway,turning_circle,regular
293564604,highway,turning_circle,regular
293564627,source,Bing,regular
293564627,highway,turning_circle,regular
293564665,source,Bing,regular
293564665,highway,turning_circle,regular
293564706,name,Carterknowle Seventh Day Adventist Church,regular
293564706,source,local_knowledge,regular
293564706,amenity,place_of_worship,regular
293564706,religion,christian,regular
293685098,name,Ox Stones,regular
293685098,natural,peak,regular
293688672,name,Troway,regular
293688672,is_in,"Derbyshire, England, UK",regular
293688672,place,hamlet,regular
294033898,name,Mickley,regular
294033898,is_in,"Derbyshire, England, UK",regular
294033898,place,hamlet,regular
297936236,name,Nether Green,regular
297936236,is_in,"South Yorkshire, England, UK",regular
297936236,place,suburb,regular
298921152,source,Bing,regular
298921152,highway,turning_circle,regular
298922728,barrier,bollard,regular
298922733,source,Bing,regular
298922733,highway,turning_circle,regular
299850543,amenity,post_box,regular
299850545,ref,37020809,regular
299850545,highway,bus_stop,regular
299855874,highway,bus_stop,regular
299855877,power,sub_station,regular
299855886,barrier,gate,regular
299855887,barrier,gate,regular
299855896,club,working_men,regular
299855896,name,Bellhouse Road W.M.C.,regular
299855896,amenity,working_mens_club,regular
299855897,amenity,place_of_worship,regular
299855897,religion,christian,regular
299855898,amenity,bench,regular
299855899,amenity,bench,regular
299855900,amenity,bench,regular
299855901,amenity,bench,regular
299855902,amenity,bench,regular
299855903,amenity,bench,regular
299855904,amenity,bench,regular
299855938,amenity,bicycle_parking,regular
299857498,name,Welcome To Woolley Woods,regular
299857498,tourism,information,regular
299857515,amenity,drinking_water,regular
299857523,amenity,drinking_water,regular
299857524,amenity,drinking_water,regular
299857527,amenity,toilets,regular
299860550,name,Iceland,regular
299860550,shop,supermarket,regular
299860551,amenity,post_box,regular
299860553,highway,bus_stop,regular
299860554,man_made,tower,regular
303574285,highway,traffic_signals,regular
303576916,name,Coal Aston,regular
303576916,is_in,"Derbyshire, England, UK",regular
303576916,place,suburb,regular
304150303,highway,turning_circle,regular
304150344,source,Bing,regular
304150344,highway,turning_circle,regular
304150355,highway,turning_circle,regular
304150374,highway,turning_circle,regular
304150764,barrier,gate,regular
304153291,source,Bing,regular
304153291,highway,turning_circle,regular
304153297,source,Bing,regular
304153297,highway,turning_circle,regular
304153363,source,Bing,regular
304153363,highway,turning_circle,regular
304153376,highway,turning_circle,regular
304153378,source,Bing,regular
304153378,highway,turning_circle,regular
304153379,source,Bing,regular
304153379,highway,turning_circle,regular
304153390,source,Bing,regular
304153390,highway,turning_circle,regular
304153632,source,Bing,regular
304153632,highway,turning_circle,regular
304153643,noexit,yes,regular
304153654,source,Bing,regular
304153654,highway,turning_circle,regular
304153757,source,Bing,regular
304153757,highway,turning_circle,regular
304374209,highway,bus_stop,regular
304374862,source,Bing,regular
304374862,highway,turning_circle,regular
304377910,power,sub_station,regular
304380218,power,sub_station,regular
304384654,amenity,post_box,regular
304384666,name,The Methodist Church Birley Carr,regular
304384666,amenity,place_of_worship,regular
304384666,religion,christian,regular
304393587,name,Foxhill Service Centre,regular
304393587,shop,car,regular
304393593,ref,37021288,regular
304393593,highway,bus_stop,regular
304393598,name,Singh Food & Wines,regular
304393598,shop,convenience,regular
304393600,name,Premier,regular
304393600,shop,convenience,regular
304393602,power,sub_station,regular
304393605,highway,bus_stop,regular
304393609,highway,bus_stop,regular
304393611,highway,bus_stop,regular
304393612,highway,bus_stop,regular
304393624,source,Bing,regular
304393624,highway,turning_circle,regular
304400779,name,Costcutter,regular
304400779,shop,convenience,regular
304400783,amenity,atm,regular
304400787,name,Wolfe Road Healthy Living Centre,regular
304400788,name,Allen & Barnfield Chemists,regular
304400788,amenity,pharmacy,regular
304400788,dispensing,yes,regular
304404576,highway,bus_stop,regular
304413519,ref,37027203,regular
304413519,highway,bus_stop,regular
304413530,name,Grenoside Grange,regular
304413530,amenity,nursing_home,regular
304413533,name,The Vagrants' Quarters,regular
304413533,tourism,information,regular
304413538,name,Grenoside Scout & Guide Group Headquarters,regular
304413538,amenity,scout_hut,regular
304413540,name,Grenoside Surgery,regular
304413540,amenity,doctors,regular
304413542,name,The Co-operative Pharmacy,regular
304413542,amenity,pharmacy,regular
304413542,dispensing,yes,regular
304417036,power,sub_station,regular
304417047,amenity,toilets,regular
304417047,disused,yes,regular
304419860,power,sub_station,regular
304419862,barrier,gate,regular
304421379,highway,crossing,regular
304421379,crossing,pelican,regular
304421381,barrier,bollard,regular
304426465,power,sub_station,regular
304426475,amenity,post_box,regular
304426480,ref,37021276,regular
304426480,highway,bus_stop,regular
304426481,ref,37021275,regular
304426481,highway,bus_stop,regular
304426484,name,The Church of Jesus Christ of Latter-day Saints,regular
304426484,amenity,place_of_worship,regular
304426484,religion,christian,regular
304426484,postal_code,S35 8RL,regular
304426484,denomination,mormon,regular
304426489,highway,bus_stop,regular
304426491,ref,3702185,regular
304426491,highway,bus_stop,regular
304426495,name,Ecclesfield Parish Council,regular
304426495,tourism,information,regular
304429274,source,Bing,regular
304429274,highway,turning_circle,regular
304429282,tourism,information,regular
304429287,name,Grenoside Post Office,regular
304429287,amenity,post_office,regular
304429289,amenity,post_box,regular
304429289,operator,Royal Mail,regular
304429289,collection_times,Mo-Fr 17:45; Sa 12:00,regular
304433890,tourism,information,regular
304437188,highway,crossing,regular
304437188,crossing,zebra,regular
304437195,amenity,drinking_trough,regular
304437243,barrier,gate,regular
304437246,tourism,information,regular
304445549,tourism,information,regular
304446642,highway,crossing,regular
304446642,crossing,pelican,regular
304540903,name,St Bart's Church,regular
304540903,amenity,place_of_worship,regular
304540903,religion,christian,regular
304540903,postal_code,S6 2UW,regular
305461104,barrier,kissing_gate,regular
305461209,barrier,kissing_gate,regular
305466798,highway,turning_circle,regular
305467636,source,Bing,regular
305467636,highway,turning_circle,regular
305535139,barrier,gate,regular
305535512,highway,turning_circle,regular
305535580,barrier,bollard,regular
305535720,highway,turning_circle,regular
305617682,ref,37023352,regular
305617682,highway,bus_stop,regular
305617684,highway,bus_stop,regular
305624911,ref,37023417,regular
305624911,highway,bus_stop,regular
305624914,name,Canton House,regular
305624914,amenity,fast_food,regular
305624917,amenity,post_box,regular
305624921,amenity,post_office,regular
305624924,highway,bus_stop,regular
305626065,barrier,kissing_gate,regular
305628533,power,sub_station,regular
305628945,amenity,post_box,regular
305631465,highway,bus_stop,regular
305631467,highway,bus_stop,regular
305631469,highway,bus_stop,regular
305631471,ref,37027006,regular
305631471,highway,bus_stop,regular
305631475,ref,37020881,regular
305631475,highway,bus_stop,regular
305631478,name,Premier,regular
305631478,shop,convenience,regular
305633197,power,sub_station,regular
305633199,name,Elm Lane Surgery,regular
305633199,amenity,doctors,regular
305633634,highway,bus_stop,regular
305635091,amenity,telephone,regular
305635092,amenity,telephone,regular
305635101,name,Dental Surgeon,regular
305635101,amenity,dentist,regular
305635104,power,sub_station,regular
305636341,amenity,post_box,regular
305636352,amenity,post_box,regular
305646255,amenity,post_box,regular
305646256,amenity,telephone,regular
305646259,barrier,gate,regular
305646260,barrier,gate,regular
305646261,name,Shirefreen News 'n' Booze,regular
305646261,shop,convenience,regular
305646262,amenity,recycling,regular
305646273,traffic_calming,choker,regular
305646318,amenity,post_box,regular
305646320,amenity,doctors,regular
305646336,club,working_men,regular
305646336,name,Phoenix Social Club,regular
305646336,amenity,working_mens_club,regular
305646341,amenity,telephone,regular
305646343,name,Johns,regular
305646343,shop,convenience,regular
305647702,barrier,kissing_gate,regular
307733774,highway,turning_circle,regular
309229879,highway,traffic_signals,regular
309240013,highway,crossing,regular
309240016,barrier,bollard,regular
309243763,highway,turning_circle,regular
309243827,highway,turning_circle,regular
309251338,highway,turning_circle,regular
309251342,barrier,gate,regular
309251351,highway,turning_circle,regular
309251356,highway,turning_circle,regular
309251380,highway,turning_circle,regular
309251384,highway,turning_circle,regular
309251406,highway,turning_circle,regular
309251428,highway,turning_circle,regular
309251432,highway,turning_circle,regular
309251494,highway,turning_circle,regular
309255401,highway,turning_circle,regular
309255429,highway,turning_circle,regular
309255440,highway,turning_circle,regular
309259561,highway,turning_circle,regular
309259576,highway,turning_circle,regular
309351502,highway,turning_circle,regular
309351521,highway,turning_circle,regular
309351525,highway,turning_circle,regular
309351538,highway,turning_circle,regular
309351550,highway,turning_circle,regular
309351551,highway,turning_circle,regular
309351572,barrier,kissing_gate,regular
309351581,barrier,stile,regular
309353427,highway,turning_circle,regular
309353574,highway,give_way,regular
309353925,ref,S17 38,regular
309353925,amenity,post_box,regular
309353925,postal_code,S17,regular
309354523,barrier,gate,regular
309440541,foot,yes,regular
309440541,horse,yes,regular
309440541,barrier,gate,regular
309440541,bicycle,yes,regular
309441034,highway,ford,regular
309444088,name,Westfield Barn (Whirlow Hall Farm Trust),regular
309444088,tourism,hostel,regular
309444584,name,Whirlow Hall Farm Trust,regular
309444584,tourism,attraction,regular
309444584,created_by,Potlatch 0.10f,regular
309570097,highway,bus_stop,regular
309570098,ref,S11 633,regular
309570098,amenity,post_box,regular
309570098,postal_code,S11,regular
309570100,ref,S11 731,regular
309570100,source,Survey,regular
309570100,amenity,post_box,regular
309570100,postal_code,S11,regular
309570100,drive_through,no,regular
309570100,collection_times,Mo-Fr 09:00; Sa 07:00,regular
309570103,ref,S10 101,regular
309570103,source,survey,regular
309570103,amenity,post_box,regular
309570103,operator,Royal Mail,regular
309570103,royal_cypher,EIIR,regular
309570103,type,pillar,box
309570417,highway,bus_stop,regular
309570418,amenity,post_box,regular
309570421,ref,37021799,regular
309570421,highway,bus_stop,regular
309570422,highway,bus_stop,regular
309570423,name,Dore Moor Nursery,regular
309570423,shop,garden_centre,regular
309570424,amenity,telephone,regular
309570649,highway,turning_circle,regular
309570658,highway,turning_circle,regular
309570950,ref,37021794,regular
309570950,highway,bus_stop,regular
309571956,ref,S17 791,regular
309571956,amenity,post_box,regular
309571956,postal_code,S17,regular
309755376,ref,S17 830,regular
309755376,amenity,post_box,regular
309755376,postal_code,S17,regular
309755892,barrier,stile,regular
309757607,barrier,bollard,regular
309757608,highway,bus_stop,regular
309757609,ref,S17 7671,regular
309757609,amenity,post_box,regular
309757609,postal_code,S17,regular
309757610,barrier,bollard,regular
309764417,ref,S17 317,regular
309764417,highway,bus_stop,regular
309764419,amenity,telephone,regular
309764436,ref,37020457,regular
309764436,highway,bus_stop,regular
309764437,power,sub_station,regular
309764439,amenity,post_box,regular
309765083,highway,bus_stop,regular
309766591,ref,37020458,regular
309766591,highway,bus_stop,regular
309766608,power,sub_station,regular
309766611,name,Dore & Totley United Reformed Church,regular
309766611,amenity,place_of_worship,regular
309766611,religion,christian,regular
309766614,highway,bus_stop,regular
309766618,amenity,telephone,regular
309767165,ref,S17 300,regular
309767165,amenity,post_box,regular
309767165,postal_code,S17,regular
309768377,barrier,gate,regular
309771774,highway,bus_stop,regular
309771784,amenity,atm,regular
309771785,amenity,recycling,regular
309771789,power,sub_station,regular
309771813,highway,turning_circle,regular
309771817,waterway,water_level_monitor,regular
309772570,barrier,gate,regular
309772571,highway,bus_stop,regular
309786890,ref,36020443,regular
309786890,highway,bus_stop,regular
309786892,barrier,gate,regular
309786894,name,Abbeydale Sports Club,regular
309786894,leisure,sports_centre,regular
309786898,name,Abbeydale Park Tennis Club,regular
309786898,sport,tennis,regular
309786898,leisure,sports_centre,regular
309786904,ref,S17 260,regular
309786904,amenity,post_box,regular
309786904,postal_code,S17,regular
309786916,amenity,post_box,regular
309786917,power,sub_station,regular
309786920,name,Dore Surgery,regular
309786920,amenity,doctors,regular
309786921,power,sub_station,regular
309786923,power,sub_station,regular
309786927,name,Dore Cafe,regular
309786927,amenity,cafe,regular
309786927,wheelchair,no,regular
309786931,name,Dore Grill & Restaurant,regular
309786931,amenity,restaurant,regular
309786934,name,Dore War Memorial,regular
309786934,historic,memorial,regular
309786939,fee,no,regular
309786939,amenity,atm,regular
309786939,operator,Cooperative Bank,regular
309786945,barrier,bollard,regular
309786946,ref,S17 373,regular
309786946,amenity,post_box,regular
309786946,postal_code,S17,regular
310707440,ref,S3 47,regular
310707440,amenity,post_box,regular
310707440,postal_code,S3,regular
310715190,ref,S3 3276,regular
310715190,amenity,post_box,regular
310715190,postal_code,S3,regular
310717783,highway,speed_camera,regular
310717784,highway,speed_camera,regular
310831995,amenity,post_box,regular
311135518,highway,turning_circle,regular
311478075,name,Vittles,regular
311478075,amenity,cafe,regular
311478075,created_by,Potlatch 0.10f,regular
311992075,amenity,cafe,regular
311992075,internet_access,wlan,regular
311992075,fee,no,access
311992075,name,Carmen's Kitchen,regular
311992075,outdoor_seating,yes,regular
312403138,source,Bing,regular
312403138,highway,turning_circle,regular
312405941,source,Bing,regular
312405941,highway,turning_circle,regular
312406062,barrier,gate,regular
312408451,barrier,gate,regular
312408939,highway,turning_circle,regular
312408949,source,Bing,regular
312408949,highway,turning_circle,regular
312409777,ref,S6 1633,regular
312409777,amenity,post_box,regular
312409777,postal_code,S6,regular
312410553,tourism,information,regular
312410554,power,sub_station,regular
312415164,highway,bus_stop,regular
312415166,ref,37020523,regular
312415166,highway,bus_stop,regular
312415167,ref,37020522,regular
312415167,highway,bus_stop,regular
312415170,barrier,gate,regular
312415171,barrier,gate,regular
312415560,barrier,gate,regular
312415561,power,sub_station,regular
312415562,barrier,gate,regular
312415563,ref,37020529,regular
312415563,highway,bus_stop,regular
312415566,name,Co-op,regular
312415566,amenity,pharmacy,regular
312415566,dispensing,yes,regular
312415568,name,Middlewood Ambulance Station,regular
312595951,amenity,atm,regular
312632370,highway,turning_circle,regular
312648530,ref,S35 458,regular
312648530,amenity,post_box,regular
312648530,postal_code,S35,regular
312677805,power,sub_station,regular
312677996,highway,bus_stop,regular
312678004,highway,bus_stop,regular
312678801,highway,bus_stop,regular
312678802,ref,37027167,regular
312678802,highway,bus_stop,regular
312678805,ref,37022525,regular
312678805,highway,bus_stop,regular
313290900,amenity,post_box,regular
313766379,source,Bing,regular
313766379,highway,turning_circle,regular
313766380,source,Bing,regular
313766380,highway,turning_circle,regular
313961152,highway,turning_circle,regular
313965065,highway,turning_circle,regular
313965109,highway,turning_circle,regular
313967362,barrier,gate,regular
313977686,source,Bing,regular
313977686,highway,turning_circle,regular
313977698,highway,turning_circle,regular
313977706,highway,turning_circle,regular
313977708,highway,turning_circle,regular
313978593,highway,turning_circle,regular
313979409,highway,turning_circle,regular
313979425,highway,turning_circle,regular
313981620,highway,turning_circle,regular
313981621,highway,turning_circle,regular
313981652,highway,turning_circle,regular
313982501,highway,turning_circle,regular
313982552,highway,turning_circle,regular
313987498,highway,turning_circle,regular
313991130,highway,turning_circle,regular
313998097,highway,turning_circle,regular
313998119,highway,turning_circle,regular
313998136,highway,turning_circle,regular
314001028,highway,turning_circle,regular
314001050,highway,turning_circle,regular
314001082,highway,turning_circle,regular
314003211,power,sub_station,regular
314003213,power,sub_station,regular
314010440,power,sub_station,regular
314020992,amenity,bench,regular
314020994,amenity,bench,regular
314020997,amenity,bench,regular
314020999,amenity,bench,regular
314021000,amenity,bench,regular
314037815,barrier,gate,regular
314037860,ref,S35 641,regular
314037860,amenity,post_box,regular
314037860,postal_code,S35,regular
314037863,barrier,gate,regular
314037865,power,sub_station,regular
314037868,highway,crossing,regular
314037868,crossing,pelican,regular
314037901,highway,speed_camera,regular
314037902,highway,speed_camera,regular
314037903,ref,37022376,regular
314037903,highway,bus_stop,regular
314037905,amenity,telephone,regular
314037938,ref,S35 673,regular
314037938,amenity,post_box,regular
314037938,postal_code,S35,regular
314039788,barrier,gate,regular
314042910,ref,S35 977,regular
314042910,amenity,post_box,regular
314042910,postal_code,S35,regular
314044764,ref,36027308,regular
314044764,highway,bus_stop,regular
314056927,name,Chapeltown Surgery,regular
314056927,amenity,doctors,regular
314056929,name,Thomas & Holloway,regular
314056929,shop,optician,regular
314056930,name,Chapeltown Chiopractic Clinic,regular
314056930,amenity,chiropractor,regular
314056930,healthcare,chiropractor,regular
314059094,ref,37023856,regular
314059094,highway,bus_stop,regular
314063766,highway,bus_stop,regular
314063786,highway,bus_stop,regular
314063802,highway,bus_stop,regular
314065542,name,John Trickett House,regular
314717755,source,www.npemap.org.uk,regular
314717755,uk_postcode_centroid,S10,regular
314717757,source,www.npemap.org.uk,regular
314717757,uk_postcode_centroid,S11,regular
314717759,source,www.npemap.org.uk,regular
314717759,uk_postcode_centroid,S12,regular
314717760,source,www.npemap.org.uk,regular
314717760,uk_postcode_centroid,S13,regular
314717762,source,www.npemap.org.uk,regular
314717762,uk_postcode_centroid,S14,regular
314717764,source,www.npemap.org.uk,regular
314717764,uk_postcode_centroid,S17,regular
314717768,source,www.npemap.org.uk,regular
314717768,uk_postcode_centroid,S2,regular
314717794,source,www.npemap.org.uk,regular
314717794,uk_postcode_centroid,S74,regular
314717803,source,www.npemap.org.uk,regular
314717803,uk_postcode_centroid,S8,regular
314717804,source,www.npemap.org.uk,regular
314717804,uk_postcode_centroid,S63T,regular
314717807,source,www.npemap.org.uk,regular
314717807,uk_postcode_centroid,S62,regular
314717810,source,www.npemap.org.uk,regular
314717810,uk_postcode_centroid,S7,regular
314717813,source,www.npemap.org.uk,regular
314717813,uk_postcode_centroid,S65,regular
314717816,source,www.npemap.org.uk,regular
314717816,uk_postcode_centroid,S48A,regular
314717817,source,www.npemap.org.uk,regular
314717817,uk_postcode_centroid,S47D,regular
314717823,source,www.npemap.org.uk,regular
314717823,uk_postcode_centroid,S61,regular
314717824,source,www.npemap.org.uk,regular
314717824,uk_postcode_centroid,S60,regular
314717826,source,www.npemap.org.uk,regular
314717826,uk_postcode_centroid,S6,regular
314717828,source,www.npemap.org.uk,regular
314717828,uk_postcode_centroid,S5,regular
314717830,source,www.npemap.org.uk,regular
314717830,uk_postcode_centroid,S4,regular
314717833,source,www.npemap.org.uk,regular
314717833,uk_postcode_centroid,S35,regular
314717870,source,www.npemap.org.uk,regular
314717870,uk_postcode_centroid,S94A,regular
314717871,source,www.npemap.org.uk,regular
314717871,uk_postcode_centroid,S9,regular
314729603,source,www.npemap.org.uk,regular
314729603,uk_postcode_centroid,TB15,regular
314964069,source,Bing,regular
314964069,highway,turning_circle,regular
316229824,highway,turning_circle,regular
316229825,highway,turning_circle,regular
317632986,name,Harold Street Medical Centre,regular
317632986,amenity,doctors,regular
317632987,amenity,post_box,regular
317632995,amenity,bench,regular
317632996,amenity,bench,regular
317633012,amenity,bench,regular
317633013,amenity,bench,regular
317633014,amenity,bench,regular
317633017,power,sub_station,regular
317633025,ref,S10 93D,regular
317633025,amenity,post_box,regular
317633025,postal_code,S10,regular
317633025,royal_cypher,EVIIR,regular
317633025,type,pillar,box
317633025,collection_times,Mo-Fr 09:00; Sa 07:00,regular
317633028,amenity,bench,regular
317633029,amenity,bench,regular
317633031,power,sub_station,regular
317633032,amenity,bench,regular
317633033,amenity,bench,regular
317633034,amenity,bench,regular
317633035,amenity,bench,regular
317633043,amenity,bench,regular
317633044,amenity,bench,regular
317633045,amenity,bench,regular
317633046,sport,climbing,regular
317633083,amenity,bench,regular
317633089,amenity,bench,regular
317633103,amenity,bench,regular
317633104,amenity,bench,regular
317633106,amenity,bench,regular
317633108,amenity,bench,regular
317633111,name,Head Injury Centre,regular
317633112,name,News Agents,regular
317633112,shop,convenience,regular
317633114,name,Upperthorpe Cafe,regular
317633114,amenity,cafe,regular
317633115,name,Pizza Paz,regular
317633115,amenity,fast_food,regular
317633115,cuisine,pizza,regular
317633117,name,Shanghai Garden,regular
317633117,amenity,fast_food,regular
317633118,name,Upperthorpe Grocery Store,regular
317633118,shop,convenience,regular
317633119,name,Continental Food Store,regular
317633119,shop,supermarket,regular
317633121,name,Wong's Kitchen,regular
317633121,amenity,fast_food,regular
317633123,shop,convenience,regular
317637604,name,Black Hill,regular
317637604,natural,peak,regular
317638088,name,The Hanover,regular
317638088,amenity,pub,regular
322098072,source,Bing,regular
322098072,highway,turning_circle,regular
322098114,highway,turning_circle,regular
322098909,source,Bing,regular
322098909,highway,turning_circle,regular
322105417,highway,turning_circle,regular
322105484,highway,turning_circle,regular
322105527,source,Bing,regular
322105527,highway,turning_circle,regular
322105542,source,Bing,regular
322105542,highway,turning_circle,regular
322127767,name,Hanging Water Stores,regular
322127767,shop,convenience,regular
322127777,amenity,bench,regular
322127784,ref,S11 363,regular
322127784,amenity,post_box,regular
322127784,postal_code,S11,regular
322127786,amenity,telephone,regular
322127787,ref,S11 285,regular
322127787,amenity,post_box,regular
322127787,postal_code,S11,regular
322127788,name,Oakbrook Pharmacy,regular
322127788,amenity,pharmacy,regular
322127788,dispensing,yes,regular
322127791,name,Tesco Express,regular
322127791,shop,convenience,regular
322127793,name,Esso,regular
322127793,amenity,fuel,regular
322127794,amenity,atm,regular
322127795,name,The Rising Sun,regular
322127795,amenity,pub,regular
322134972,power,sub_station,regular
322135003,highway,crossing,regular
322135003,crossing,pelican,regular
322135005,ref,S10 552,regular
322135005,amenity,post_box,regular
322135005,postal_code,S10,regular
322135007,amenity,recycling,regular
322135007,glass,yes,recycling
322135007,paper,yes,recycling
322135007,clothes,yes,recycling
322135013,ref,S10 131,regular
322135013,amenity,post_box,regular
322135013,postal_code,S10,regular
322140778,ref,Storth House 5256,regular
322140778,power,sub_station,regular
322140780,name,The Men of Fulwood,regular
322140780,historic,memorial,regular
322140786,ref,S10 518,regular
322140786,amenity,post_box,regular
322140786,postal_code,S10,regular
322143869,name,Truffles,regular
322143869,shop,confectionery,regular
322153762,name,GT News,regular
322153762,shop,newsagent,regular
322153765,name,Fulwood,regular
322153765,amenity,post_office,regular
322153767,ref,S10 272,regular
322153767,amenity,post_box,regular
322153767,postal_code,S10,regular
322153768,shop,hardware,regular
322153773,amenity,atm,regular
322153777,shop,optician,regular
322153785,ref,S10 592,regular
322153785,amenity,post_box,regular
322153785,postal_code,S10,regular
322155849,amenity,telephone,regular
322168756,name,Fulwood Church Playgroup,regular
322168756,amenity,kindergarten,regular
322168757,name,Canterbury Dental Care,regular
322168757,amenity,dentist,regular
322182106,power,sub_station,regular
322182108,ref,S10 513,regular
322182108,amenity,post_box,regular
322182108,postal_code,S10,regular
322182113,ref,S10 600,regular
322182113,amenity,post_box,regular
322182113,postal_code,S10,regular
322191551,power,sub_station,regular
322191581,ref,S10 257,regular
322191581,amenity,post_box,regular
322191581,postal_code,S10,regular
322198547,ref,S10 130,regular
322198547,amenity,post_box,regular
322198547,operator,Royal Mail,regular
322198547,postal_code,S10,regular
322198547,royal_cypher,EIIR,regular
322198547,type,pillar,box
322198547,collection_times,Mo-Fr 16:00; Sa 11:00,regular
322198555,amenity,post_box,regular
322198557,ref,S10 679,regular
322198557,amenity,post_box,regular
322198557,postal_code,S10,regular
322244752,source,Bing,regular
322244752,highway,turning_circle,regular
322244753,highway,turning_circle,regular
322244759,highway,crossing,regular
322244759,crossing,zebra,regular
322607913,source,Bing,regular
322607913,highway,turning_circle,regular
322607947,highway,traffic_signals,regular
322607947,railway,level_crossing,regular
322613704,source,Bing,regular
322613704,highway,turning_circle,regular
322613724,highway,crossing,regular
322613724,crossing,zebra,regular
322617724,ref,S9 896,regular
322617724,amenity,post_box,regular
322617724,postal_code,S9,regular
322630856,amenity,telephone,regular
322648563,power,sub_station,regular
322648566,barrier,bollard,regular
322648569,name,Sheffield Subud Centre,regular
322648569,amenity,community_centre,regular
322648579,name,Rajah Bros,regular
322648579,shop,butcher,regular
322648584,name,Sylhet Bonoful,regular
322648584,shop,confectionery,regular
322648595,name,Bangla Bazaar,regular
322648595,shop,convenience,regular
322648606,amenity,telephone,regular
322648633,barrier,bollard,regular
322648686,name,Makkah Cash & Carry,regular
322648748,amenity,restaurant,regular
322648751,barrier,gate,regular
322653377,source,Bing,regular
322653377,highway,turning_circle,regular
322656529,tourism,information,regular
322656529,information,board,regular
322665754,power,sub_station,regular
322665935,name,Elahi Jame Mosque,regular
322665935,amenity,place_of_worship,regular
322665935,religion,muslim,regular
322666016,ref,S9 213,regular
322666016,amenity,post_box,regular
322666016,postal_code,S9,regular
322679316,highway,crossing,regular
322679316,crossing,pelican,regular
322679320,shop,convenience,regular
322679322,name,Dilkash,regular
322679322,amenity,fast_food,regular
322679322,cuisine,kebab,regular
322679332,amenity,bench,regular
322680732,name,Darnal Spiritualist National Union Church,regular
322680732,amenity,place_of_worship,regular
322680732,religion,spiritualist,regular
322680738,name,Staniforth Mini Market,regular
322680738,shop,convenience,regular
322682970,name,Darnall Children's Centre,regular
322682970,amenity,kindergarten,regular
322687444,name,Darnall Horticultural And Folaral Club,regular
322687444,amenity,social_club,regular
322687445,name,Jade Garden,regular
322687445,amenity,fast_food,regular
322689824,name,Weldricks Pharmacy,regular
322689824,amenity,pharmacy,regular
322689824,dispensing,yes,regular
322689826,name,Silver Dragon,regular
322689826,amenity,fast_food,regular
322689827,name,Raza's,regular
322689827,shop,convenience,regular
322689829,name,Advice Service,regular
322689830,name,Sanam,regular
322689830,amenity,fast_food,regular
322689831,name,7 Days News,regular
322689831,shop,convenience,regular
322689833,shop,optician,regular
322694931,name,D. Willey,regular
322694931,shop,butcher,regular
322694932,name,Mohsen & Sons,regular
322694932,shop,convenience,regular
322694933,name,Darnall Dental Clinic,regular
322694933,shop,optician,regular
322694934,name,Halifax,regular
322694934,amenity,bank,regular
322694939,highway,crossing,regular
322694939,crossing,zebra,regular
322694940,name,Pacific Catch,regular
322694940,amenity,fast_food,regular
322694941,tourism,information,regular
322694941,information,help_point,regular
322694942,ref,S9 394,regular
322694942,amenity,post_box,regular
322694942,postal_code,S9,regular
322694947,amenity,bicycle_parking,regular
322694954,highway,crossing,regular
322694954,crossing,zebra,regular
322694957,name,Church Of Christ,regular
322694957,amenity,place_of_worship,regular
322694957,religion,christian,regular
322694958,name,Mahran Curry Centre,regular
322694958,amenity,fast_food,regular
322694965,name,Noor Al Hadi Mosque,regular
322694965,amenity,place_of_worship,regular
322694965,religion,muslim,regular
322694966,power,sub_station,regular
322697697,name,Sheffield City Council,regular
322697699,amenity,recycling,regular
